S. No.,university,college,College Type,State Name,District Name
21257,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal ",VINDHYA INSTITUTE OF COMPUTER SCIENCE REWA ,Recognized Center,Madhya Pradesh,Rewa
21258,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal ",VISION COMPUTER EDUCATION PIPARIYA ,Recognized Center,Madhya Pradesh,Hoshangabad
21259,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal ",VIVEKANAND COMPUTER SANSTHAN VIDISHA ,Recognized Center,Madhya Pradesh,Vidisha
21260,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal ",VIVEKANAND INSTITUTE OF INFORMATION TECHNOLOGY BARWANI ,Recognized Center,Madhya Pradesh,Barwani
21261,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal ",WADHWANI INSTITUE OF COMPUTER TECHNOLOGY BHOPAL ,Recognized Center,Madhya Pradesh,Bhopal
21262,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal ",WAGAR COMPUTER EDUCATION BANSWARA ,Recognized Center,Rajasthan,Banswara
21263,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal ",WEBTECH COMPUTER EDUCATION SHIMLA ,Recognized Center,Himachal Pradesh,Shimla
21264,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal ",YASH COMPUTERS & TECHNICAL EDUCATION INSTITUTE VIDISHA ,Recognized Center,Madhya Pradesh,Hoshangabad
21265,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal ",YASH INSTITUTE OF COMPUTER SCIENCE JABALPUR ,Recognized Center,Madhya Pradesh,Jhabua
21266,"Makhanlal Chaturvedi National University of Journalism and Communication, Bhopal ",Y.S.L. INSTITUTE OF COMPUTER SCIENCE MEERUT ,Recognized Center,Uttar Pradesh,Meerut
21267,"Mangalore University, Mangalore ","Adarsha College, Opp. Corporation Swimming Pool, Lady Hill, Mangalore-575003 ",Affiliated College,Karnataka,Dakshina Kannada
21268,"Mangalore University, Mangalore ","Adarsha Degree College, B.C. Road, Bantwal Taluk ",Affiliated College,Karnataka,Dakshina Kannada
21269,"Mangalore University, Mangalore ","Advinus Therapeutics Pvt. Ltd., 21 & 22 Phase II, Peenya Industrial Area, Bangalore - 560058 ",Recognized Center,Karnataka,Bangalore
21270,"Mangalore University, Mangalore ","A.J. Institute of Management, Kottara Chowki, Bypass, Ashoknagar, Mangalore ",Affiliated College,Karnataka,Dakshina Kannada
21271,"Mangalore University, Mangalore ","Alkem Laboratories Ltd., Research and Development Centre, 473-D2, 13th Cross, 4th Phase, Peenya Industrial Area, Bangalore-560058 ",Recognized Center,Karnataka,Bangalore
21272,"Mangalore University, Mangalore ","Alva's College of Education, Sundari Ananda Alva Campus, Moodabidri- 5742207 ",Affiliated College,Karnataka,Dakshina Kannada
21273,"Mangalore University, Mangalore ","Alvas College of Physical Education, Sundari Ananda Alva Campus, Moodabidri-574227 ",Affiliated College,Karnataka,Dakshina Kannada
21274,"Mangalore University, Mangalore ","Alva's College, Sundari Ananada Alva Campus, Moodabidri - 574227 ",Affiliated College,Karnataka,Dakshina Kannada
21275,"Mangalore University, Mangalore ","Amrutha College of Education, Padil, Mangalore ",Affiliated College,Karnataka,Dakshina Kannada
21276,"Mangalore University, Mangalore ","Amrutha College, Padil, Mangalore ",Affiliated College,Karnataka,Dakshina Kannada
21277,"Mangalore University, Mangalore ","Astra Research Centre, 18th Cross Road, Malleshwaram, Bangalore ",Recognized Center,Karnataka,Bangalore
21278,"Mangalore University, Mangalore ","Badriya First Grade College, Kandak, Mangalore-575001 ",Affiliated College,Karnataka,Dakshina Kannada
21279,"Mangalore University, Mangalore ","Bavas College, Commerce Centre Buildin, Airport Road, Kulur, Mangalore-13 ",Affiliated College,Karnataka,Dakshina Kannada
21280,"Mangalore University, Mangalore ","B.D. Shetty College of Business Management, N.H.17, Goa Circle, Brahmavar-576213 ",Affiliated College,Karnataka,Udupi
21281,"Mangalore University, Mangalore ","Beary's College of Education, Kodi, Kundapura ",Affiliated College,Karnataka,Udupi
21282,"Mangalore University, Mangalore ","Beary's First Grade College, Kodi, Beach Road, Kundapura - 5 ",Affiliated College,Karnataka,Udupi
21283,"Mangalore University, Mangalore ","Besant Evening College, Mangalore-575003 ",Affiliated College,Karnataka,Dakshina Kannada
21284,"Mangalore University, Mangalore ","Besant Women's College, Mangalore-575003 ",Affiliated College,Karnataka,Dakshina Kannada
21285,"Mangalore University, Mangalore ","Bethani First Grade College, Nujibalthila, Puttur ",Affiliated College,Karnataka,Dakshina Kannada
21286,"Mangalore University, Mangalore ","Bhandarkr's Arts & Science College, Kundapura-576201 ",Affiliated College,Karnataka,Dakshina Kannada
21287,"Mangalore University, Mangalore ","Bhuvanendra College, Karkala - 574104 ",Affiliated College,Karnataka,Udupi
21288,"Mangalore University, Mangalore ","B.T. Chennaiah Gowramma Govt. First Grade College, Yadoor, Somarpet-571236 ",Affiliated College,Karnataka,Kodagu
21289,"Mangalore University, Mangalore ","Canara College, Mangalore-575003 ",Affiliated College,Karnataka,Dakshina Kannada
21290,"Mangalore University, Mangalore ","Carmel College, Modankaup, Bantwal Taluk ",Affiliated College,Karnataka,Dakshina Kannada
21291,"Mangalore University, Mangalore ","Cauvery College, Gonikoppal - 571213 ",Affiliated College,Karnataka,Kodagu
21292,"Mangalore University, Mangalore ","Central Food Technological Research Institte, Mysore - 570020 ",Recognized Center,Karnataka,Mysore
21293,"Mangalore University, Mangalore ","Central Institute of Fisheries Education, Fisheries University Road, Seven Bunglows, Versova, Mumbai-400061 ",Recognized Center,Maharashtra,Mumbai
21294,"Mangalore University, Mangalore ","Central Marine Fisheries Research Institute, P.B. No.1603, Ernakulam, Cochin-682014 ",Recognized Center,Kerala,Ernakulam
21295,"Mangalore University, Mangalore ","Central Plantation Crops Research Institute (CPCRI) Regional Station, Vittal - 574243 ",Recognized Center,Karnataka,Dakshina Kannada
21296,"Mangalore University, Mangalore ","Central Plantation Crops Research Institute, Kasaragod-671124 ",Recognized Center,Kerala,Kasaragod
21297,"Mangalore University, Mangalore ","Centre for Manufacturing Research and Technology Utilization RVCE Campus, RV Vidyaniketan Post , Bangalore- 560059 ",Recognized Center,Karnataka,Bangalore
21298,"Mangalore University, Mangalore ","Centre of Multi Disciplinary Development Research (CMDR) R.S. No.-9A2, Plat No.82, Dr. B.R. Ambedkar Nagar, Near Yalakki, Shettar Colony, Lakamanhalli, Dharwad-580004 ",Recognized Center,Karnataka,Dharwad
21299,"Mangalore University, Mangalore ","Centre of Soft Matter Research (Formerly Centre for Liquid Crystal Research) , P.B. Box 1326, Prof. U.R. Road, Jalahalli, Bangalore-560013 ",Recognized Center,Karnataka,Bangalore
21300,"Mangalore University, Mangalore ","Centre Plantation Crops Research Institute , Regional Station, Kayangulam, Kerala ",Recognized Center,Kerala,Alappuzha
21301,"Mangalore University, Mangalore ","Colaco College of Management, Colaco Building, Kankanadi Bypass, Mangalore ",Affiliated College,Karnataka,Dakshina Kannada
21302,"Mangalore University, Mangalore ","College of Fisheries, Mangalore-1 ",Recognized Center,Karnataka,Dakshina Kannada
21303,"Mangalore University, Mangalore ","Crossland College, Chanthur, P.B.No.7, Brahmavar-576213 ",Affiliated College,Karnataka,Udupi
21304,"Mangalore University, Mangalore ","Defence Food Research Lab, Sidharthanagr, Mysore-570011 ",Recognized Center,Karnataka,Mysore
21305,"Mangalore University, Mangalore ","Dr. A.V. Baliga Institute of Social Work & Rural Management, Brahmavara ",Affiliated College,Karnataka,Udupi
21306,"Mangalore University, Mangalore ","Dr. B.B. Hegde First Grade College, Near Mookambika Industries, Kundapura--576201 ",Affiliated College,Karnataka,Udupi
21307,"Mangalore University, Mangalore ","Dr. K. Shivarama Karanth Govt. First Grade College, Bellare - 574212 ",Affiliated College,Karnataka,Dakshina Kannada
21308,"Mangalore University, Mangalore ","Dr. M.V. Shetty College of Social Work, Vidyanagar, Kuloor, Mangalore-575013 ",Affiliated College,Karnataka,Dakshina Kannada
21309,"Mangalore University, Mangalore ","Dr. M.V. Shetty College of Speech & Hearing Institute of Health Science, Vidyanagar, Panjimogaru, P.O., Kulur, Mangalore ",Affiliated College,Karnataka,Dakshina Kannada
21310,"Mangalore University, Mangalore ","Dr. N.S.A.M. First Grade College, Nitte, Karkala - 574110 ",Affiliated College,Karnataka,Udupi
21311,"Mangalore University, Mangalore ","Dr. T.M.A. Pai College of Education, Kunjibettu, Udupi - 576102 ",Affiliated College,Karnataka,Udupi
21312,"Mangalore University, Mangalore ","Environmental Radiological Laboratories, Kaiga Township, U.K. District, ",Recognized Center,Karnataka,Uttara Kannada
21313,"Mangalore University, Mangalore ","Father Muller's College, Mangalore ",Affiliated College,Karnataka,Dakshina Kannada
21314,"Mangalore University, Mangalore ","Field Marshal K.M. Cariappa College, Madikeeri ",Affiliated College,Karnataka,Kodagu
21315,"Mangalore University, Mangalore ","Field Marshal K.M. Cariappa College, Madikeri ",Constituent / University College,Karnataka,Kodagu
21316,"Mangalore University, Mangalore ","First Grade College, Shanivarasanthe, Kodagu District ",Affiliated College,Karnataka,Kodagu
21317,"Mangalore University, Mangalore ","Gloria College, Apoorva Building, Main Road, Puttur ",Affiliated College,Karnataka,Dakshina Kannada
21318,"Mangalore University, Mangalore ","GORETTI COLLEGE OF COMMERCE AND MANAGEMENT, GORATTI NAGAR ",Affiliated College,Karnataka,Udupi
21319,"Mangalore University, Mangalore ","Govinda Dasa College, Surathkal- 575014 ",Affiliated College,Karnataka,Dakshina Kannada
21320,"Mangalore University, Mangalore ","Govt. College, Hebri ",Affiliated College,Karnataka,Udupi
21321,"Mangalore University, Mangalore ","Govt. College of Teacher Education, Mangalore - 575001 ",Affiliated College,Karnataka,Dakshina Kannada
21322,"Mangalore University, Mangalore ","Govt. First Grade College, BC Road, Bantwal ",Affiliated College,Karnataka,Dakshina Kannada
21323,"Mangalore University, Mangalore ","Govt. First Grade College, Belthangady - 574214 ",Affiliated College,Karnataka,Dakshina Kannada
21324,"Mangalore University, Mangalore ","Govt. First Grade College, Bettampady ",Affiliated College,Karnataka,Dakshina Kannada
21325,"Mangalore University, Mangalore ","Govt. First Grade College, Byndoor - 576214 ",Affiliated College,Karnataka,Udupi
21326,"Mangalore University, Mangalore ","Govt. First Grade College, Carstreet, Mangalore ",Affiliated College,Karnataka,Dakshina Kannada
21327,"Mangalore University, Mangalore ","Govt. First Grade College, Haleyangady - 574237 ",Affiliated College,Karnataka,Dakshina Kannada
21328,"Mangalore University, Mangalore ","Govt. First Grade College, Hiriadka-576113 ",Affiliated College,Karnataka,Udupi
21329,"Mangalore University, Mangalore ","Govt. First Grade College, Kaniyoor, Puttur ",Affiliated College,Karnataka,Dakshina Kannada
21330,"Mangalore University, Mangalore ","Govt. First Grade College, Kaup ",Affiliated College,Karnataka,Udupi
21331,"Mangalore University, Mangalore ","Govt. First Grade College, Kavoor, Mangalore ",Affiliated College,Karnataka,Dakshina Kannada
21332,"Mangalore University, Mangalore ","Govt. First Grade College, Kota, Padukere, Kundapura, Udupi ",Affiliated College,Karnataka,Udupi
21333,"Mangalore University, Mangalore ","Govt. First Grade College, Koteshwara, Kundapura ",Affiliated College,Karnataka,Dakshina Kannada
21334,"Mangalore University, Mangalore ","Govt. First Grade College, Kushalnagar ",Affiliated College,Karnataka,Kodagu
21335,"Mangalore University, Mangalore ","Govt. First Grade College, Madikeri, Coorg ",Affiliated College,Karnataka,Kodagu
21336,"Mangalore University, Mangalore ","Govt. First Grade College, Napoklu, Kodagu - 571214 ",Affiliated College,Karnataka,Kodagu
21337,"Mangalore University, Mangalore ","Govt. First Grade College, Punjalkatte, Belthangady ",Affiliated College,Karnataka,Dakshina Kannada
21338,"Mangalore University, Mangalore ","Govt. First Grade College, Puttur ",Affiliated College,Karnataka,Dakshina Kannada
21339,"Mangalore University, Mangalore ","Govt. First Grade College, Shankaranarayana- 567227 ",Affiliated College,Karnataka,Udupi
21340,"Mangalore University, Mangalore ","Govt. First Grade College, Siddakatte, Bantwal ",Affiliated College,Karnataka,Dakshina Kannada
21341,"Mangalore University, Mangalore ","Govt. First Grade College, Sullia ",Affiliated College,Karnataka,Dakshina Kannada
21342,"Mangalore University, Mangalore ","Govt. First Grade College, Thenkanidiyoor, Udupi - 576101 ",Affiliated College,Karnataka,Udupi
21343,"Mangalore University, Mangalore ","Govt. First Grade College, Uppinangady-574241 ",Affiliated College,Karnataka,Dakshina Kannada
21344,"Mangalore University, Mangalore ","Govt. First Grade College, Vamadapadavu, Bantwal ",Affiliated College,Karnataka,Dakshina Kannada
21345,"Mangalore University, Mangalore ","Govt. First Grade College, Virajpete, Coorg Dist ",Affiliated College,Karnataka,Kodagu
21346,"Mangalore University, Mangalore ","Govt. First Grade College, Vittala, Bantwal - 574243 ",Affiliated College,Karnataka,Dakshina Kannada
21347,"Mangalore University, Mangalore ","Govt. First Grade Women's College, Balmatta, Mangalore ",Affiliated College,Karnataka,Dakshina Kannada
21348,"Mangalore University, Mangalore ","Govt. Women's First Grade College, Ajjarakadu, Udupi ",Affiliated College,Karnataka,Udupi
21349,"Mangalore University, Mangalore ","Hira Women's College, Permannur Post, Babbukatte, Mangalore ",Affiliated College,Karnataka,Dakshina Kannada
21350,"Mangalore University, Mangalore ","Indian Institute of Astrophysics, Dept. of Science & Technology, Koramangala 2nd Block, Bangalore-560034 ",Recognized Center,Karnataka,Bangalore
21351,"Mangalore University, Mangalore ","Indian Institute of Spices Research, P.B. No.-1701, Marikunnu Post, Calicut-673012 ",Recognized Center,Kerala,Kozhikode
21352,"Mangalore University, Mangalore ","Indian National Centre for Ocean Information Services, Ocean Valley, P.B. No.21, IDA Jeedimelta P.O., Hyderabad-500055 ",Recognized Center,Telangana,Hyderabad
21353,"Mangalore University, Mangalore ","Indus College, Bolwar, Puttur ",Affiliated College,Karnataka,Dakshina Kannada
21354,"Mangalore University, Mangalore ","Institute of Social and Economic Change, Nagarabhavi, Bangalore ",Recognized Center,Karnataka,Bangalore
21355,"Mangalore University, Mangalore ","Inter University Consortium for D.A.E. Facilities, Indore ",Recognized Center,Madhya Pradesh,Indore
21356,"Mangalore University, Mangalore ","Kalpatharu College, Halekote, Belthangaday ",Affiliated College,Karnataka,Dakshina Kannada
21357,"Mangalore University, Mangalore ","Kanachur Institute of Management and Science, Deralakatte, Mangalore ",Affiliated College,Karnataka,Dakshina Kannada
21358,"Mangalore University, Mangalore ","Karavali College, NH-17, Near Kottara Chowki Junction, Bangra Kuloor, Mangalore-13 ",Affiliated College,Karnataka,Dakshina Kannada
21359,"Mangalore University, Mangalore ","Karavali College of Education, NH17, Near Kottara Chowki Junction, Mangalore-13 ",Affiliated College,Karnataka,Dakshina Kannada
21360,"Mangalore University, Mangalore ","Karnataka Remote Sensing Application Centre, No.8, Ground Floor, MSB III Block, KSCMF Ltd. Building, Cunningham Road, Bangalore ",Recognized Center,Karnataka,Bangalore
21361,"Mangalore University, Mangalore ","Kavery College, Pandanda Subbamma Campus, P.B. No.17, Virajpet-571218 ",Affiliated College,Karnataka,Kodagu
21362,"Mangalore University, Mangalore ","Krishnabai Vasudeva Shenoy Memorial College, Katapadi, Udupi ",Affiliated College,Karnataka,Udupi
21363,"Mangalore University, Mangalore ","K.S.G. Degree College, Varsha Nagara, Sullia- 574328 ",Affiliated College,Karnataka,Dakshina Kannada
21364,"Mangalore University, Mangalore ","Kukke Sri Subrahmanyeshwara Fr. Gr. College, Subrahmanya - 574238 ",Affiliated College,Karnataka,Dakshina Kannada
21365,"Mangalore University, Mangalore ","K.V.G. College, Bhagamandala, Kodagu Dist ",Affiliated College,Karnataka,Kodagu
21366,"Mangalore University, Mangalore ","K.V.G. Law College, Kurunjibhag, Sullia-574239 ",Affiliated College,Karnataka,Dakshina Kannada
21367,"Mangalore University, Mangalore ","Laxmi Memorial College of Hotel Management, Abhiman Commercial Complex, Kodialbail, Mangalore ",Affiliated College,Karnataka,Dakshina Kannada
21368,"Mangalore University, Mangalore ","Leelavathi Shetty College of Education Kavoor Junction, Mangalore ",Affiliated College,Karnataka,Dakshina Kannada
21369,"Mangalore University, Mangalore ","Madhava Pai Memorial College, Manipal ",Affiliated College,Karnataka,Udupi
21370,"Mangalore University, Mangalore ","Mahatma Gandhi Memorial College, Udupi - 576102 ",Affiliated College,Karnataka,Udupi
21371,"Mangalore University, Mangalore ","Mahatma Gandhi Memorial Science College, Behind Govt. Hospital, Kushalnagar, Kodagu ",Affiliated College,Karnataka,Kodagu
21372,"Mangalore University, Mangalore ","MAHESH COLLEGE OF MANAGEMENT, DAKSHINA KANNADA ",Affiliated College,Karnataka,Dakshina Kannada
21373,"Mangalore University, Mangalore ","Manel Srinivas Nayak Memorial Institute of PG Management Studies, Besant Vidya Kendra, Bondel, Mangalore ",Affiliated College,Karnataka,Dakshina Kannada
21374,"Mangalore University, Mangalore ","Mangalore Academy of Professional Studies, Vyasa Nagara, Behind KPT Ground, Kadri Hill, Mangalore ",Affiliated College,Karnataka,Dakshina Kannada
21375,"Mangalore University, Mangalore ","Mangalore Institute of Business Management, Mijar, Moodabidri ",Affiliated College,Karnataka,Dakshina Kannada
21376,"Mangalore University, Mangalore ","Mangalore Institute of Fashion Technology Tripthi Cimplex, Baipass Road, Kankanady, Mangalore-2 ",Affiliated College,Karnataka,Dakshina Kannada
21377,"Mangalore University, Mangalore ","Mangalore Institute of Fire and Safety Engineering, C.P. Complex, Pumpwell, Mangalore ",Affiliated College,Karnataka,Dakshina Kannada
21378,"Mangalore University, Mangalore ","Manjunatha Pai Memorial Govt. First Grade College of Professional & Business Management, Karkala - 574104 ",Affiliated College,Karnataka,Udupi
21379,"Mangalore University, Mangalore ","Maps Evening College, Vyasanagar, Kadri Hills, Mangalore-4 ",Affiliated College,Karnataka,Dakshina Kannada
